DELETION LOG
============
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.pdf (1358494 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_LLC_Training_Guide.pdf (1358494 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.pdf (1358494 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/components/Navbar.jsx (5722 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/web_hunter/site_finder.py (4871 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/fulfillment_guide.md (2933 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/fulfillment_guide.md (2933 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/audit_names.py (3566 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/audit_names.py (3566 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/repair_columns.py (3048 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/repair_columns.py (3048 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/utils/pdfGenerator.js (2940 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/index.html (2521 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dispatching.html (14779 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dispatching.html (14779 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/web_hunter/follow_up.py (5931 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/pages/NotFound.jsx (2449 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/output/Audit_Plumb_Doctor.pdf (2528 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/js/ai-marketing.js (3242 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/js/ai-marketing.js (3242 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/netlify/functions/utils/mockupGenerator.js (9446 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/netlify/functions/utils/mockupGenerator.js (9446 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/sheet_updater.py (7354 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/css/style.css (36808 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/css/style.css (36808 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/gemini.md (3344 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/utils/auditGenerator.js (3151 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/blog/what-is-ifta.html (9755 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/assets/index-DgL0Zg6i.js (8700 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/login.html (3912 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/lead_finder.py (3390 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/test_enrichment.py (2845 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/test_enrichment.py (2845 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/service_account.json (2372 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/pages/Booking.jsx (7184 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/clean_names.py (3677 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/clean_names.py (3677 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/contact.html (8605 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/SECURITY_SUMMARY.md (4635 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/SECURITY_SUMMARY.md (4635 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/compliance-checklist.html (7843 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/gemini.md (3187 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/output/Audit_PRX_Repipe_&_Plumbing_Marietta.pdf (2609 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/dist/index.html (2769 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/blog/motor-carrier-authority.html (5552 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/blog/motor-carrier-authority.html (5552 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/features/SupportDeck.jsx (2976 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/netlify/functions/utils/orderRouter.js (7191 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/netlify/functions/utils/orderRouter.js (7191 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/terms.html (9256 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/terms.html (9256 bytes)
[Deleted] /Volumes/CeeJay SSD/library_caches_migrated/Google/Chrome/Profile 1/Cache/Cache_Data/index (24 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/animations.css (9209 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/blog/form-2290-guide.html (5501 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/blog/form-2290-guide.html (5501 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/pages/Services.jsx (8076 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/templates/email_2_dispatch.html (4133 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/templates/email_2_dispatch.html (4133 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/profile_auditor.py (3809 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/components/Analytics.jsx (6244 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/dist/assets/purify.es-Bzr520pe.js (22449 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/public/2026-compliance-checklist.html (12139 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/2026-compliance-checklist.html (12139 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/public/2026-compliance-checklist.html (12139 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/output/web_leads_Dentist_Tampa,_FL.csv (3552 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/pages/Terms.jsx (4336 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/about.html (17723 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/about.html (17723 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Local_Models/llama-3-70b.Q4_K_M.gguf (29 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/firestore.rules (1919 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/firestore.rules (1919 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/mcs-150-update.html (16930 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/driver-login.html (4295 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/driver-files.html (14671 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/blog.html (9873 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/blog.html (9873 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/ucr-registration.html (12136 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/index.html (31347 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/admin.html (27467 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/about.html (8291 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/about.html (8291 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/owner-operator-bundle.html (13655 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/get-started.html (10546 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/authority-setup.html (14848 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/404.html (2428 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Admin.webloc (255 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Admin.webloc (255 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/boc-3-filing.html (12592 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/2290-filing.html (16556 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Social_Ad.webp (11418 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Social_Ad.webp (11418 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/main.js (11955 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/logo-transparent.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/assets/logo-transparent-_kMxNQUO.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/logo.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/templates/logo.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/logo-transparent.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/assets/logo-transparent-_kMxNQUO.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/logo.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/templates/logo.png (316365 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/package-lock.json (371140 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/package.json (440 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/driver-portal.html (42200 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/style.css (32282 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Business_Card_Back.png (342079 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Business_Card_Back.png (342079 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/firebase.json (1685 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/ifta-irp.html (18140 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/free-checklist.html (11186 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/services.html (19718 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Business_Card_Front.png (526142 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Business_Card_Front.png (526142 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/reviews.html (12995 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/reviews.html (12995 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/fmcsa-clearinghouse.html (16898 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/logo-transparent.webp (15786 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/logo-transparent.webp (15786 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/assets/logo-transparent-D3Gp8Kkk.webp (15786 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/non-cdl-compliance.html (13455 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/privacy.html (9037 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/privacy.html (9037 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/css/admin.css (2451 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/css/admin.css (2451 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/about-image.png (658104 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/assets/about-image-DKIzJj0B.png (658104 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/public/about-image.png (658104 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/about-image.png (658104 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/public/about-image.png (658104 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/index.html (19976 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/hero-new.png (82855 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/assets/hero-new-BII1T_B_.png (82855 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/public/hero-new.png (82855 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/hero-new.png (82855 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/assets/hero-new-BII1T_B_.png (82855 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/public/hero-new.png (82855 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/logo-new.jpg (36575 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/public/logo-new.jpg (36575 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/logo-new.jpg (36575 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/public/logo-new.jpg (36575 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/assets/index-ChWHC_M0.css (11505 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/js/contact_form_handler.js (16507 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/js/contact_form_handler.js (16507 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/js/admin.js (38752 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/js/admin.js (38752 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/js/utils.js (3690 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/js/utils.js (3690 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/Image_Gen_Prompts.md (2888 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/Image_Gen_Prompts.md (2888 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/Recommended_Software.md (1908 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/Recommended_Software.md (1908 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/Script_And_Storyboard.md (2553 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/Script_And_Storyboard.md (2553 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/output/Audit_The_Smile_Mission_-_Miami.pdf (2553 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/output/Audit_Atlanta_Plumber_For_Less.pdf (2553 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/Sound_Effects_Cue_Sheet.md (1538 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/Sound_Effects_Cue_Sheet.md (1538 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/Instructions.md (2475 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/Instructions.md (2475 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_3_dispatcher.png (966583 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_3_dispatcher.png (966583 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_2_paperwork.png (971576 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_2_paperwork.png (971576 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_4_services_montage.jpg (384271 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_4_services_montage.jpg (384271 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_extra_reality_montage.jpg (302180 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_extra_reality_montage.jpg (302180 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_5_happy_trucker.png (981527 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_5_happy_trucker.png (981527 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_1_stressed_driver.jpg (258137 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/Jayboi_Commercial_Kit/assets/scene_1_stressed_driver.jpg (258137 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/blog/2026-compliance-calendar.html (5784 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/blog/2026-compliance-calendar.html (5784 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/blog/driver-qualification-files.html (5315 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/blog/driver-qualification-files.html (5315 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/public/about-image.webp (73700 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/about-image.webp (73700 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/assets/about-image-BL2Thizl.webp (73700 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/public/about-image.webp (73700 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/functions/index.js (19350 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/functions/index.js (19350 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/functions/package-lock.json (286748 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/functions/package-lock.json (286748 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/functions/package.json (724 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/functions/package.json (724 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/JAYBOI_TRAINING_FILES.txt (2350 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/JAYBOI_TRAINING_FILES.txt (2350 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.docx (52483 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.docx (52483 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/Jayboi_Quick_Start_Guide.html (20707 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/Jayboi_Quick_Start_Guide.html (20707 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/Jayboi_Quick_Start_Guide.pdf (376948 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/Jayboi_Quick_Start_Guide.pdf (376948 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.html (107118 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.html (107118 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/service_training_guide.md (74227 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/service_training_guide.md (74227 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/style.css (842 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/style.css (842 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/Jayboi_Quick_Start_Guide.docx (17557 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/Jayboi_Quick_Start_Guide.docx (17557 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/README.txt (1433 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/README.txt (1433 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-8ab4849b038cf0abc5b1c9b8ee1443dca6b93a045c2272180d985126eb40bf6f (254 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-43070e2d4e532684de521b885f385d0841030efa2b1a20bafb76133a5e1379c1 (11356 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-c43332387573e98fdfad4a606171279955b53d891ba2500552c2984a6560ffb4 (67 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-72d6f08a42f656d36b356dbe0920675899a99ce21192fd66266fb7d82ed07539 (624434368 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-4fa551d4f938f68b8c1e6afa9d28befb70e3f33f75d0753248d530364aeea40f (12403 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-6a0746a1ec1aef3e7ec53868f220ff6e389f6f8ef87a01d77c96807de94ca2aa (4661211424 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-ed11eda7790d05b49395598a42b155812b17e263214292f7b87d15e14003d337 (30 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-170370233dd5c5415250a2ecd5c71586352850729062ccef1496385647293868 (4108916992 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-3f8eb4da87fa7a3c9da615036b0dc418d31fef2a30b115ff33562588b32c691d (485 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/manifests/registry.ollama.ai/library/llama3/latest (858 bytes)
